,t,c,o,h,l
666,2014-03-06,30460,30470,30510,30460
667,2014-03-07,30060,30430,30430,30060
668,2014-03-08,30440,29970,30440,29970
669,2014-03-09,30710,30430,30790,30360
670,2014-03-10,30550,30750,30910,30450
671,2014-03-11,30370,30560,30640,30330
672,2014-03-12,30360,30400,30430,30290
673,2014-03-13,30440,30390,30500,30390
674,2014-03-14,30080,30450,30450,30020
675,2014-03-15,30200,30060,30250,29800
676,2014-03-16,29960,30190,30190,29960
677,2014-03-17,30000,30000,30140,29950
678,2014-03-18,30140,30060,30150,30030
679,2014-03-19,30170,30100,30200,30100
680,2014-03-22,30270,30250,30270,30250
681,2014-03-23,30180,30250,30250,30180
682,2014-03-24,30300,30200,30300,30200
683,2014-03-25,30500,30400,30530,30350
684,2014-03-26,30580,30560,30690,30560
685,2014-03-27,30570,30570,30570,30570
686,2014-03-28,30470,30550,30550,30460
687,2014-03-29,30490,30480,30500,30410
688,2014-03-30,30640,30500,30650,30500
689,2014-03-31,30630,30630,30640,30600
690,2014-04-02,30610,30610,30610,30610
691,2014-04-04,30480,30570,30580,30450
692,2014-04-05,30430,30490,30490,30260
693,2014-04-06,30580,30410,30650,30370
694,2014-04-07,30900,30570,30900,30540
695,2014-04-08,30800,30960,31160,30790
696,2014-04-09,30810,30820,30900,30720
697,2014-04-10,30790,30800,30810,30790
698,2014-04-11,31140,30780,31160,30750
699,2014-04-12,31210,31150,31280,31030
700,2014-04-13,31300,31240,31380,31180
701,2014-04-14,31800,31230,31800,31230
702,2014-04-15,31560,31840,32000,31560
703,2014-04-16,31710,31570,31780,31540
704,2014-04-17,31730,31720,31740,31670
705,2014-04-18,31790,31750,31960,31740
706,2014-04-19,32090,31820,32170,31820
707,2014-04-20,32400,32080,32400,31950
708,2014-04-21,33160,32490,33160,32490
709,2014-04-22,32650,33200,33470,32630
710,2014-04-23,32540,32730,32900,32300
711,2014-04-24,32480,32580,32630,32350
712,2014-04-25,32800,32430,32800,32430
713,2014-04-26,33350,32780,33600,32780
714,2014-04-27,32820,33280,33390,32750
715,2014-04-28,32950,32760,32960,32590
716,2014-04-29,32980,32940,33010,32840
717,2014-04-30,33100,32950,33100,32900
718,2014-05-01,33130,33120,33150,33100
719,2014-05-02,33150,33150,33290,33120
720,2014-05-03,32780,33100,33160,32780
721,2014-05-04,33140,32820,33160,32720
722,2014-05-05,33040,33150,33300,32930
723,2014-05-06,32910,33030,33050,32840
724,2014-05-07,32900,32800,32930,32790
725,2014-05-08,32870,32910,32910,32860
726,2014-05-09,32580,32880,32950,32580
727,2014-05-10,32360,32570,32680,32320
728,2014-05-11,32490,32400,32610,32270
729,2014-05-12,32480,32470,32500,32450
730,2014-05-13,32370,32490,32560,32360
731,2014-05-14,32450,32390,32450,32350
732,2014-05-15,32930,32470,33020,32470
733,2014-05-16,32990,32940,33200,32920
734,2014-05-17,32760,33000,33020,32680
735,2014-05-18,32820,32740,32850,32720
736,2014-05-19,32940,32810,32950,32730
737,2014-05-20,32900,32920,33080,32860
738,2014-05-21,32870,32880,32920,32840
739,2014-05-22,32830,32880,32920,32830
740,2014-05-23,32740,32820,32840,32700
741,2014-05-24,32820,32760,32860,32700
742,2014-05-25,32830,32850,32890,32800
743,2014-05-26,32770,32820,32830,32750
744,2014-05-27,32670,32780,32780,32640
745,2014-05-28,32780,32660,32780,32620
746,2014-05-29,32770,32790,32800,32740
747,2014-05-30,32760,32770,32790,32720
748,2014-05-31,32810,32770,32830,32760
749,2014-06-01,32820,32800,32850,32790
750,2014-06-02,32800,32810,32840,32790
751,2014-06-03,32830,32820,32830,32810
752,2014-06-05,32830,32840,32850,32830
753,2014-06-06,32620,32840,32850,32610
754,2014-06-07,32450,32600,32600,32350
755,2014-06-08,32320,32430,32460,32290
756,2014-06-09,32400,32290,32400,32060
757,2014-06-10,32400,32410,32500,32340
758,2014-06-11,32450,32420,32460,32410
759,2014-06-12,32430,32440,32440,32410
760,2014-06-13,32190,32420,32420,32180
761,2014-06-14,32120,32160,32230,32120
762,2014-06-15,31790,32050,32120,31790
763,2014-06-16,32040,31780,32110,31770
764,2014-06-17,31930,32000,32170,31900
765,2014-06-18,32110,31980,32190,31800
766,2014-06-19,32290,32100,32290,32010
767,2014-06-20,32070,32330,32340,32040
768,2014-06-21,31920,32050,32050,31790
769,2014-06-22,31720,31880,31920,31690
770,2014-06-23,31670,31740,31770,31600
771,2014-06-24,31670,31650,31730,31600
772,2014-06-25,31650,31650,31720,31620
773,2014-06-26,31690,31670,31700,31670
774,2014-06-27,31390,31680,31680,31390
775,2014-06-28,31180,31380,31380,31080
776,2014-06-29,31140,31160,31160,30900
777,2014-06-30,31180,31160,31230,30920
778,2014-07-01,31330,31190,31500,31110
779,2014-07-02,31270,31360,31480,31260
780,2014-07-03,31260,31240,31340,31200
781,2014-07-04,30960,31250,31290,30940
782,2014-07-05,30950,30920,31010,30770
783,2014-07-06,31260,30990,31310,30980
784,2014-07-07,31180,31300,31500,31140
785,2014-07-08,31050,31190,31270,30990
786,2014-07-09,31020,31100,31140,31000
787,2014-07-10,31060,31000,31110,31000
788,2014-07-11,31220,31010,31240,30970
789,2014-07-12,31360,31200,31420,31170
790,2014-07-13,31230,31350,31350,31220
791,2014-07-14,31170,31200,31230,31110
792,2014-07-15,31360,31180,31470,31170
793,2014-07-16,31430,31390,31430,31330
794,2014-07-17,31560,31440,31640,31430
795,2014-07-18,31340,31580,31580,31300
796,2014-07-19,31310,31300,31370,31210
797,2014-07-20,31330,31280,31370,31270
798,2014-07-21,31330,31320,31350,31270
799,2014-07-22,31330,31280,31360,31240
800,2014-07-23,31390,31340,31410,31320
801,2014-07-24,31380,31370,31390,31360
802,2014-07-25,31390,31390,31410,31350
803,2014-07-26,31370,31380,31410,31320
804,2014-07-27,31290,31350,31370,31250
805,2014-07-28,31260,31310,31310,31260
806,2014-07-29,31240,31250,31250,31230
807,2014-07-30,31230,31250,31250,31200
808,2014-08-01,31290,31200,31300,31200
809,2014-08-02,31400,31330,31400,31290
810,2014-08-03,31420,31390,31490,31380
811,2014-08-04,31400,31410,31450,31370
812,2014-08-05,31400,31380,31410,31340
813,2014-08-06,31320,31350,31370,31320
814,2014-08-07,31320,31310,31350,31310
815,2014-08-08,31300,31310,31340,31260
816,2014-08-09,31220,31290,31300,31200
817,2014-08-10,31250,31190,31290,31170
818,2014-08-11,31190,31260,31280,31190
819,2014-08-12,31270,31210,31270,31200
820,2014-08-13,31180,31230,31230,31170
821,2014-08-14,31190,31170,31190,31170
822,2014-08-15,31090,31180,31200,31090
823,2014-08-16,31020,31080,31090,31000
824,2014-08-17,31070,31010,31070,30960
825,2014-08-18,31050,31060,31150,31030
826,2014-08-19,30930,31040,31090,30910
827,2014-08-20,30920,30940,30960,30900
828,2014-08-21,30910,30910,30920,30890
829,2014-08-22,31210,30920,31230,30910
830,2014-08-23,31160,31190,31330,31130
831,2014-08-24,31330,31150,31350,31120
832,2014-08-25,31270,31310,31330,31210
833,2014-08-26,31300,31280,31300,31220
834,2014-08-27,31300,31310,31330,31250
835,2014-08-28,31420,31310,31420,31300
836,2014-08-29,31590,31410,31680,31410
837,2014-08-30,31500,31580,31590,31480
838,2014-08-31,31480,31470,31500,31390
839,2014-09-01,31730,31470,31750,31470
840,2014-09-02,31720,31750,31860,31670
841,2014-09-03,31810,31690,31850,31650
842,2014-09-04,31740,31830,31850,31720
843,2014-09-05,31570,31720,31760,31540
844,2014-09-06,31680,31550,31690,31510
845,2014-09-07,31980,31690,31980,31670
846,2014-09-08,31750,32020,32030,31740
847,2014-09-09,31790,31760,31860,31680
848,2014-09-10,31840,31800,31860,31780
849,2014-09-11,31860,31830,31870,31830
850,2014-09-12,31760,31870,31940,31740
851,2014-09-13,31910,31750,31930,31730
852,2014-09-14,31980,31920,32010,31850
853,2014-09-15,31920,32000,32090,31870
854,2014-09-16,32140,31930,32180,31910
855,2014-09-17,32010,32130,32160,31960
856,2014-09-18,31990,32000,32010,31970
857,2014-09-19,31780,31980,32000,31780
858,2014-09-20,31670,31790,31830,31670
859,2014-09-21,31710,31680,31740,31650
860,2014-09-22,31880,31770,31930,31760
861,2014-09-23,31940,31910,32060,31900
862,2014-09-24,32000,31910,32020,31910
863,2014-09-25,32000,32010,32010,31940
864,2014-09-26,32480,32010,32480,32010
865,2014-09-27,32640,32550,32680,32460
866,2014-09-28,32350,32610,32610,32350
867,2014-09-29,32410,32320,32460,32230
868,2014-09-30,32430,32470,32570,32420
869,2014-10-01,32400,32460,32460,32310
870,2014-10-02,32430,32390,32440,32380
871,2014-10-03,32410,32400,32440,32350
872,2014-10-04,32310,32400,32400,32290
873,2014-10-05,32310,32360,32360,32250
874,2014-10-06,32390,32300,32450,32300
875,2014-10-07,32370,32420,32420,32350
876,2014-10-08,32480,32410,32510,32410
877,2014-10-09,32500,32500,32510,32470
878,2014-10-10,32430,32560,32610,32410
879,2014-10-11,32500,32450,32510,32390
880,2014-10-12,32520,32510,32530,32480
881,2014-10-13,32530,32510,32550,32400
882,2014-10-14,32440,32550,32570,32440
883,2014-10-15,32500,32450,32560,32440
884,2014-10-16,32460,32470,32510,32460
885,2014-10-17,32380,32480,32500,32350
886,2014-10-18,32340,32370,32390,32310
887,2014-10-19,32190,32360,32360,32180
888,2014-10-20,32280,32240,32300,32200
889,2014-10-21,32220,32290,32320,32220
890,2014-10-22,32280,32250,32280,32220
891,2014-10-23,32270,32290,32310,32260
892,2014-10-24,32100,32260,32270,32090
893,2014-10-25,32170,32110,32190,32080
894,2014-10-26,32360,32220,32370,32210
895,2014-10-27,32450,32370,32450,32280
896,2014-10-28,32390,32420,32430,32340
897,2014-10-29,32450,32380,32450,32360
898,2014-10-30,32520,32480,32530,32480
899,2014-10-31,32460,32490,32550,32460
900,2014-11-01,32530,32480,32540,32410
901,2014-11-04,32550,32550,32580,32500
902,2014-11-05,32500,32560,32580,32500
903,2014-11-06,32510,32490,32510,32460
904,2014-11-07,32570,32460,32650,32450
905,2014-11-08,32480,32580,32580,32450
906,2014-11-09,32540,32470,32540,32400
907,2014-11-10,32580,32500,32590,32470
908,2014-11-11,32580,32560,32600,32500
909,2014-11-12,32560,32570,32600,32550
910,2014-11-13,32550,32580,32580,32550
911,2014-11-14,32440,32540,32550,32400
912,2014-11-15,32470,32460,32470,32400
913,2014-11-16,32460,32450,32470,32440
914,2014-11-17,32560,32440,32580,32440
915,2014-11-18,32500,32560,32560,32460
916,2014-11-19,32530,32510,32530,32480
917,2014-11-20,32490,32540,32540,32480
918,2014-11-21,32370,32480,32490,32370
919,2014-11-22,32400,32360,32460,32320
920,2014-11-23,32560,32420,32650,32410
921,2014-11-24,32620,32570,32620,32520
922,2014-11-25,32900,32630,32950,32630
923,2014-11-26,33190,32910,33210,32910
924,2014-11-27,33250,33210,33260,33200
925,2014-11-28,34210,33260,34310,33260
926,2014-11-29,34610,34180,35300,34000
927,2014-11-30,33670,34600,34600,33580
928,2014-12-01,33580,33680,33840,33370
929,2014-12-02,33670,33560,33770,33550
930,2014-12-03,33700,33660,33720,33590
931,2014-12-04,33680,33690,33700,33680
932,2014-12-05,33430,33630,33690,33370
933,2014-12-06,34160,33500,34170,33470
934,2014-12-07,34250,34320,34640,34090
935,2014-12-08,34010,34210,34280,33990
936,2014-12-09,34190,33990,34210,33920
937,2014-12-10,34220,34180,34310,34140
938,2014-12-11,34260,34230,34260,34220
939,2014-12-12,34240,34270,34280,34240
940,2014-12-13,34900,34230,34930,34210
941,2014-12-14,34100,34920,35010,34000
942,2014-12-15,34800,34110,34830,33800
943,2014-12-16,34930,34750,35100,34750
944,2014-12-17,35000,34910,35140,34910
945,2014-12-18,34940,35010,35050,34940
946,2014-12-19,35100,34960,35230,34860
947,2014-12-20,35070,35130,35130,35060
948,2014-12-21,35530,35110,35600,35110
949,2014-12-22,35560,35580,35610,35550
950,2014-12-23,35730,35630,35870,35300
951,2014-12-24,35590,35680,35720,35500
952,2014-12-25,35390,35580,35580,35390
953,2014-12-26,35580,35380,35650,35380
954,2014-12-27,35530,35560,35740,35480
955,2014-12-28,35490,35590,35640,35440
956,2014-12-29,35210,35500,35560,35120
957,2014-12-30,35010,35200,35200,34920
958,2014-12-31,35010,35000,35030,34950
959,2015-01-01,34960,35000,35000,34950
960,2015-01-02,35090,34930,35100,34770
961,2015-01-03,35210,35080,35440,35080
962,2015-01-04,35120,35220,35330,35060
963,2015-01-05,35240,35140,35260,35130
964,2015-01-06,35130,35260,35260,35110
965,2015-01-07,35000,35140,35140,35000
966,2015-01-08,34970,35020,35020,34960
967,2015-01-09,34940,34980,35090,34880
968,2015-01-10,34860,34930,34960,34830
969,2015-01-11,34700,34850,34860,34660
970,2015-01-12,34500,34690,34690,34460
971,2015-01-13,34520,34490,34570,34380
972,2015-01-14,34500,34530,34580,34500
973,2015-01-15,34450,34490,34490,34430
974,2015-01-16,34460,34440,34500,34380
975,2015-01-17,34670,34490,34700,34490
976,2015-01-18,35140,34720,35210,34720
977,2015-01-19,34740,35110,35110,34680
978,2015-01-20,34610,34620,34680,34420
979,2015-01-21,34570,34660,34660,34540
980,2015-01-23,34430,34600,34600,34430
981,2015-01-24,34650,34480,34700,34480
982,2015-01-25,34690,34640,34900,34610
983,2015-01-26,34600,34700,34730,34600
984,2015-01-27,34560,34590,34670,34560
985,2015-01-28,34560,34570,34640,34530
986,2015-01-30,34570,34620,34620,34510
987,2015-01-31,34550,34590,34620,34520
988,2015-02-01,34560,34570,34580,34540
989,2015-02-02,34560,34570,34570,34540
990,2015-02-03,34430,34550,34560,34400
991,2015-02-04,34320,34410,34410,34270
992,2015-02-06,34190,34330,34330,34160
993,2015-02-07,34090,34160,34160,33880
994,2015-02-08,34310,34080,34370,34080
995,2015-02-09,34300,34280,34320,34210
996,2015-02-11,34290,34320,34320,34250
997,2015-02-13,34320,34320,34350,34260
998,2015-02-14,34300,34310,34320,34260
999,2015-02-15,34220,34310,34310,34190
1000,2015-02-16,34020,34200,34200,33980
1001,2015-02-17,34140,34040,34150,34010
1002,2015-02-18,34140,34180,34210,34120
1003,2015-02-20,34070,34130,34150,34040
1004,2015-02-21,34220,34080,34220,34060
1005,2015-02-22,34350,34200,34410,34200
1006,2015-02-23,34340,34370,34370,34290
1007,2015-02-24,34360,34350,34450,34330
1008,2015-02-25,34350,34390,34410,34300
1009,2015-02-26,34310,34310,34310,34310
1010,2015-02-27,34240,34290,34330,34160
1011,2015-02-28,34260,34260,34280,34190
1012,2015-03-01,34250,34250,34290,34240
1013,2015-03-02,34170,34260,34260,34070
1014,2015-03-03,34200,34180,34200,34110
1015,2015-03-04,34130,34160,34180,34130
1016,2015-03-06,33990,34120,34120,33940
1017,2015-03-07,34060,34020,34060,33930
1018,2015-03-08,33960,34050,34060,33960
1019,2015-03-09,33840,33980,33980,33820
1020,2015-03-10,33360,33800,33800,33330
1021,2015-03-11,33240,33410,33410,32960
1022,2015-03-12,32990,33170,33170,32950
1023,2015-03-13,32200,32960,32960,32200
1024,2015-03-14,32410,32180,32670,31600
1025,2015-03-15,32810,32440,33150,32400
1026,2015-03-16,33530,32870,33860,32870
1027,2015-03-17,33490,33530,33760,33350
1028,2015-03-18,33380,33580,33700,32950
1029,2015-03-22,33560,33560,33560,33560
1030,2015-03-23,33600,33600,33600,33600
1031,2015-03-24,33930,33560,34280,33560
1032,2015-03-25,33930,33980,34030,33890
1033,2015-03-27,32960,33810,33810,32730
1034,2015-03-28,33100,32970,33180,32610
1035,2015-03-29,33240,33110,33340,32990
1036,2015-03-30,33070,33190,33390,32880
1037,2015-03-31,33300,32890,33300,32890
1038,2015-04-01,32350,33230,33230,32250
1039,2015-04-02,31880,32340,32340,31710
1040,2015-04-03,32690,31850,32700,31710
1041,2015-04-04,32840,32760,32990,32670
1042,2015-04-05,32860,32820,32890,32600
1043,2015-04-06,33140,32840,33170,32840
1044,2015-04-07,32930,33170,33330,32930
1045,2015-04-08,32900,32910,33090,32860
1046,2015-04-10,33520,32950,33560,32950
1047,2015-04-11,33390,33570,33850,33390
1048,2015-04-12,33380,33420,33580,33340
1049,2015-04-13,33450,33480,33530,33270
1050,2015-04-14,33580,33440,33710,33440
1051,2015-04-15,33480,33590,33620,33450
1052,2015-04-16,33420,33490,33490,33420
1053,2015-04-17,33360,33440,33450,33330
1054,2015-04-18,33390,33340,33440,33310
1055,2015-04-19,33390,33450,33450,33350
1056,2015-04-20,33390,33400,33450,33370
1057,2015-04-21,33360,33380,33390,33310
1058,2015-04-22,33330,33370,33390,33310
1059,2015-04-23,33330,33340,33340,33330
1060,2015-04-24,33220,33320,33340,33210
1061,2015-04-25,33300,33200,33350,33190
1062,2015-04-26,33350,33340,33430,33340
1063,2015-04-27,33380,33360,33390,33310
1064,2015-04-28,33360,33390,33410,33340
1065,2015-04-29,33390,33370,33400,33330
1066,2015-04-30,33390,33400,33400,33390
1067,2015-05-02,33390,33410,33430,33350
1068,2015-05-03,33250,33400,33400,33250
1069,2015-05-04,33270,33230,33270,33170
1070,2015-05-05,33300,33250,33320,33190
1071,2015-05-06,33290,33310,33320,33280
1072,2015-05-07,33300,33300,33300,33300
1073,2015-05-08,33210,33290,33300,33210
1074,2015-05-09,33180,33220,33220,33140
1075,2015-05-10,33160,33170,33190,33110
1076,2015-05-11,33160,33120,33170,33070
1077,2015-05-12,33190,33180,33270,33150
1078,2015-05-13,33200,33180,33200,33170
1079,2015-05-14,33190,33190,33190,33190
1080,2015-05-15,33190,33200,33200,33190
1081,2015-05-16,33100,33150,33160,33090
1082,2015-05-17,33070,33040,33080,33040
1083,2015-05-18,32980,33060,33080,32980
1084,2015-05-19,32830,32990,33020,32770
1085,2015-05-20,32850,32940,33050,32850
1086,2015-05-22,32970,32960,33100,32960
1087,2015-05-23,32950,33000,33050,32950
1088,2015-05-24,32930,33070,33130,32930
1089,2015-05-25,33000,33110,33150,33000
1090,2015-05-26,33000,33070,33150,33000
1091,2015-05-27,32980,33100,33220,32980
1092,2015-05-29,33080,33100,33320,33080
1093,2015-05-30,33190,33200,33320,33160
1094,2015-05-31,33130,33200,33210,33100
1095,2015-06-01,33130,33160,33220,33100
1096,2015-06-05,33110,33180,33230,33110
1097,2015-06-06,33080,33130,33130,33070
1098,2015-06-07,33100,33140,33160,33100
1099,2015-06-08,33080,33110,33160,33080
1100,2015-06-09,33080,33120,33170,33080
1101,2015-06-10,33050,33100,33110,33050
1102,2015-06-12,33040,33080,33100,33040
1103,2015-06-13,32920,33020,33020,32920
1104,2015-06-14,32820,32910,32910,32820
1105,2015-06-15,32850,32750,32850,32690
1106,2015-06-16,32850,32860,32920,32820
1107,2015-06-17,32780,32840,32840,32780
1108,2015-06-19,32710,32790,32790,32700
1109,2015-06-20,32720,32730,32770,32680
1110,2015-06-21,32620,32650,32670,32600
1111,2015-06-22,32660,32630,32660,32580
1112,2015-06-23,32750,32680,32850,32660
1113,2015-06-24,32750,32850,32880,32750
1114,2015-06-26,33030,32860,33070,32860
1115,2015-06-27,33000,33080,33380,33000
1116,2015-06-28,33000,33170,33330,33000
1117,2015-06-29,32990,32980,33110,32870
1118,2015-06-30,33090,33230,33330,33090
1119,2015-07-01,32950,33040,33060,32940
1120,2015-07-03,33040,33020,33180,33000
1121,2015-07-04,32950,33130,33130,32900
1122,2015-07-05,32720,32970,32970,32700
1123,2015-07-06,32480,32560,32690,32420
1124,2015-07-08,32380,32500,32560,32380
1125,2015-07-10,32490,32440,32590,32440
1126,2015-07-11,32500,32580,32590,32450
1127,2015-07-12,32140,32270,32270,32120
1128,2015-07-13,32160,32050,32170,31780
1129,2015-07-14,32180,32350,32620,32180
1130,2015-07-15,32300,32490,32490,32190
1131,2015-07-19,32300,32320,32370,32290
1132,2015-07-20,32350,32250,32420,32200
1133,2015-07-21,32390,32530,32620,32380
1134,2015-07-22,32380,32530,32560,32380
1135,2015-07-24,32570,32770,32950,32570
1136,2015-07-25,32950,33030,33180,32570
1137,2015-07-26,32900,32990,33000,32860
1138,2015-07-27,32980,33030,33090,32980
1139,2015-07-28,33030,33080,33100,32990
1140,2015-07-29,33000,33050,33070,33000
1141,2015-07-31,33140,33080,33200,33060
1142,2015-08-01,33150,33220,33270,33120
1143,2015-08-02,33160,33200,33220,33130
1144,2015-08-03,33240,33250,33330,33220
1145,2015-08-04,33270,33250,33320,33250
1146,2015-08-05,33250,33300,33400,33250
1147,2015-08-07,33380,33400,33600,33380
1148,2015-08-08,33390,33500,33510,33300
1149,2015-08-09,33360,33380,33490,33360
1150,2015-08-11,33460,33440,33590,33360
1151,2015-08-12,33450,33600,33680,33450
1152,2015-08-14,33400,33580,33640,33400
1153,2015-08-15,33410,33410,33470,33390
1154,2015-08-16,33410,33480,33580,33410
1155,2015-08-17,33550,33450,33710,33450
1156,2015-08-18,33460,33590,33620,33460
1157,2015-08-19,33490,33580,33600,33490
1158,2015-08-21,33480,33500,33630,33480
1159,2015-08-22,33500,33660,33720,33500
1160,2015-08-23,33550,33680,33760,33550
1161,2015-08-24,33650,33730,33810,33580
1162,2015-08-25,33630,33860,34070,33630
1163,2015-08-26,33550,33690,34000,33550
1164,2015-08-28,33590,33870,33930,33590
1165,2015-08-29,33670,33780,33890,33670
1166,2015-08-30,33770,34020,34100,33770
1167,2015-08-31,34000,34030,34120,33960
1168,2015-09-01,33980,34160,34160,33980
1169,2015-09-02,33850,34000,34050,33850
1170,2015-09-04,33830,34120,34120,33830
1171,2015-09-05,33970,33920,34270,33920
1172,2015-09-06,33890,34220,34270,33890
1173,2015-09-07,33830,34150,34370,33830
1174,2015-09-08,33850,34220,34320,33830
1175,2015-09-09,33850,33920,34300,33850
1176,2015-09-11,33900,34370,34500,33900
1177,2015-09-12,33980,34040,34560,33980
1178,2015-09-13,34200,34130,34750,34130
1179,2015-09-14,33950,34340,34920,33950
1180,2015-09-15,33930,34510,34510,33930
1181,2015-09-16,33850,33990,33990,33850
1182,2015-09-18,33850,33980,34000,33850
1183,2015-09-19,33830,34020,34040,33830
1184,2015-09-20,33720,33820,33820,33720
1185,2015-09-21,33880,34020,34080,33880
1186,2015-09-22,33850,33900,33950,33850
1187,2015-09-25,33840,33950,33970,33840
1188,2015-09-26,33930,33910,34200,33910
1189,2015-09-27,33920,34010,34200,33920
1190,2015-09-28,34090,34170,34250,33950
1191,2015-09-29,34090,34650,34650,34090
1192,2015-09-30,34050,34290,34520,34050
1193,2015-10-02,34090,34370,34610,34090
1194,2015-10-03,33950,34450,34450,33950
1195,2015-10-04,33990,34230,34500,33990
1196,2015-10-05,33990,34160,34850,33990
1197,2015-10-06,33990,34560,34750,33990
1198,2015-10-07,33980,34400,34790,33980
1199,2015-10-09,33980,34140,34790,33980
1200,2015-10-10,33900,34400,34650,33900
1201,2015-10-11,33890,34700,34700,33890
1202,2015-10-12,33880,34420,34550,33880
1203,2015-10-13,33890,33950,34670,33880
1204,2015-10-14,33880,34530,34600,33880
1205,2015-10-16,33870,34450,34530,33870
1206,2015-10-17,33870,34390,34390,33870
1207,2015-10-18,33810,34330,34350,33810
1208,2015-10-19,33810,34190,34290,33810
1209,2015-10-20,33830,34270,34390,33830
1210,2015-10-21,33850,34410,34540,33850
1211,2015-10-24,33850,34010,34600,33850
1212,2015-10-25,33880,34410,34550,33880
1213,2015-10-26,33890,34040,34790,33890
1214,2015-10-27,33900,34340,34900,33900
1215,2015-10-28,33890,34090,34850,33890
1216,2015-10-30,33890,34080,34820,33890
1217,2015-10-31,33950,34980,34980,33950
1218,2015-11-01,33940,34150,34980,33940
1219,2015-11-02,33940,34550,34950,33940
1220,2015-11-03,33930,34990,34990,33930
1221,2015-11-04,33890,34950,34950,33890
1222,2015-11-06,33930,34950,34970,33930
1223,2015-11-07,33950,35080,35120,33950
1224,2015-11-08,33960,34200,35350,33960
1225,2015-11-09,33950,35190,35500,33950
1226,2015-11-10,33940,35070,35350,33940
1227,2015-11-11,33930,34790,35450,33930
1228,2015-11-12,35750,35750,35750,35750
1229,2015-11-13,33990,35580,35650,33990
1230,2015-11-14,33940,34330,35700,33940
1231,2015-11-15,33940,35590,35590,33940
1232,2015-11-16,33940,34260,35530,33940
1233,2015-11-17,33930,34270,35590,33930
1234,2015-11-18,33930,35610,35610,33930
1235,2015-11-20,33930,34590,35570,33930
1236,2015-11-21,33940,34900,35690,33940
1237,2015-11-22,33940,35750,35750,33940
1238,2015-11-23,33980,35420,35810,33980
1239,2015-11-24,33990,35870,35930,33990
1240,2015-11-25,33920,35990,35990,33920
1241,2015-11-26,33930,33930,33930,33930
1242,2015-11-27,33990,33920,36390,33920
1243,2015-11-28,33990,36530,36530,33990
1244,2015-11-29,33990,35080,35830,33990
1245,2015-11-30,33990,34170,36470,33990
1246,2015-12-02,33970,34330,36350,33970
1247,2015-12-04,33970,36190,36190,33970
1248,2015-12-05,33970,36000,36000,33970
1249,2015-12-06,33960,35780,36390,33960
1250,2015-12-07,33960,36200,36200,33960
1251,2015-12-08,33950,34450,36400,33950
1252,2015-12-10,36550,36550,36550,34200
1253,2015-12-12,33940,36250,36290,33940
1254,2015-12-13,33940,36240,36290,33940
1255,2015-12-14,33940,34300,36100,33940
1256,2015-12-15,33970,34320,36230,33970
1257,2015-12-16,33890,34390,36450,33890
1258,2015-12-18,33800,34300,36340,33800
1259,2015-12-19,33850,34040,36190,33850
1260,2015-12-20,33840,34100,36340,33840
1261,2015-12-21,33860,36290,36400,33860
1262,2015-12-22,33870,34120,36530,33870
1263,2015-12-23,33880,34140,36580,33880
1264,2015-12-25,33850,34160,34160,33800
1265,2015-12-26,33800,34120,36590,33800
1266,2015-12-27,33800,34070,36520,33800
1267,2015-12-29,33830,34070,36520,33830
1268,2015-12-30,33870,35150,36720,33870
1269,2016-01-01,33840,35650,35650,33840
1270,2016-01-02,33840,36560,36580,33840
1271,2016-01-03,33890,34120,36660,33840
1272,2016-01-04,33940,34180,36230,33940
1273,2016-01-05,33940,34240,36950,33940
1274,2016-01-06,33940,34230,36280,33940
1275,2016-01-08,33990,34250,36280,33990
1276,2016-01-09,33950,34310,37210,33950
1277,2016-01-10,33890,34250,36990,33890
1278,2016-01-11,33880,34180,36490,33880
1279,2016-01-12,33870,34160,36690,33870
1280,2016-01-13,33850,34120,36160,33850
1281,2016-01-15,33840,36200,36200,33840
1282,2016-01-16,33840,35850,36090,33840
1283,2016-01-17,33840,36020,36020,33840
1284,2016-01-18,33830,35850,35960,33830
1285,2016-01-19,33840,35850,35850,33840
1286,2016-01-20,33830,35040,35040,33830
1287,2016-01-22,33870,36280,36280,33870
1288,2016-01-23,33870,35890,36470,33870
1289,2016-01-24,33850,35880,36340,33850
1290,2016-01-25,33850,36430,36430,33850
1291,2016-01-26,33840,36500,36500,33840
1292,2016-01-27,33840,35860,36270,33840
1293,2016-01-29,33820,34640,36260,33820
1294,2016-01-30,33840,36050,36050,33840
1295,2016-01-31,33830,36250,36250,33830
1296,2016-02-01,33830,35570,36180,33830
1297,2016-02-02,33820,34430,36220,33820
1298,2016-02-03,33820,34260,35990,33820
1299,2016-02-05,33810,34330,35850,33810
1300,2016-02-06,33800,34270,35640,33800
1301,2016-02-07,33800,35360,35600,33800
1302,2016-02-08,33800,34210,35440,33800
1303,2016-02-09,33800,34100,35000,33800
1304,2016-02-12,33800,34660,34970,33800
1305,2016-02-13,33800,34590,34620,33800
1306,2016-02-14,33840,34000,34540,33840
1307,2016-02-15,34430,33960,34430,33960
1308,2016-02-16,34620,34560,34690,34560
1309,2016-02-17,34710,34820,34890,34710
1310,2016-02-19,34450,34690,34690,34450
1311,2016-02-20,34500,34440,34540,34370
1312,2016-02-21,34540,34540,34800,34540
1313,2016-02-22,34650,34550,34720,34550
1314,2016-02-23,34680,34660,34740,34660
1315,2016-02-24,34750,34890,34890,34750
1316,2016-02-26,34850,34880,34990,34850
